# Avida count data
# Tue Feb  8 12:55:04 2022
#  1: update
#  2: number of insts executed this update
#  3: number of organisms
#  4: number of different genotypes
#  5: number of different threshold genotypes
#  6: (deprecated) number of different species
#  7: (deprecated) number of different threshold species
#  8: (deprecated) number of different lineages
#  9: number of births in this update
# 10: number of deaths in this update
# 11: number of breed true
# 12: number of breed true organisms?
# 13: number of no-birth organisms
# 14: number of single-threaded organisms
# 15: number of multi-threaded organisms
# 16: number of modified organisms

7200 108000 3600 396 257 0 0 0 146 146 143 3473 1802 3600 0 0 
7300 108000 3600 392 264 0 0 0 137 137 130 3485 1797 3600 0 0 
7400 108000 3600 394 263 0 0 0 146 146 141 3472 1785 3600 0 0 
7500 108000 3600 418 266 0 0 0 136 136 128 3444 1792 3600 0 0 
7600 108000 3600 381 262 0 0 0 134 134 131 3496 1803 3600 0 0 
7700 108000 3600 394 262 0 0 0 148 148 146 3476 1795 3600 0 0 
7800 108000 3600 410 259 0 0 0 122 122 112 3468 1788 3600 0 0 
7900 108000 3600 390 268 0 0 0 144 144 139 3485 1813 3600 0 0 
8000 108000 3600 405 274 0 0 0 134 134 128 3484 1810 3600 0 0 
8100 108000 3600 399 273 0 0 0 125 125 121 3484 1839 3600 0 0 
8200 108000 3600 425 286 0 0 0 139 139 132 3460 1804 3600 0 0 
8300 108000 3600 406 285 0 0 0 139 139 134 3494 1815 3600 0 0 
8400 108000 3600 399 276 0 0 0 138 138 133 3483 1791 3600 0 0 
8500 108000 3600 412 274 0 0 0 119 119 113 3472 1816 3600 0 0 
8600 108000 3600 425 285 0 0 0 130 130 121 3470 1829 3600 0 0 
8700 108000 3600 415 276 0 0 0 124 124 120 3471 1799 3600 0 0 
8800 108000 3600 434 297 0 0 0 112 112 107 3464 1797 3600 0 0 
8900 108000 3600 428 300 0 0 0 122 122 119 3483 1797 3600 0 0 
9000 108000 3600 440 310 0 0 0 154 154 147 3473 1833 3600 0 0 
9100 108000 3600 421 295 0 0 0 128 128 124 3485 1792 3600 0 0 
9200 108000 3600 437 281 0 0 0 144 144 140 3457 1799 3600 0 0 
9300 108000 3600 416 284 0 0 0 132 132 131 3479 1821 3600 0 0 
9400 108000 3600 424 276 0 0 0 133 133 125 3469 1803 3600 0 0 
9500 108000 3600 423 286 0 0 0 131 131 129 3473 1793 3600 0 0 
9600 108000 3600 432 303 0 0 0 148 148 145 3489 1795 3600 0 0 
9700 108000 3600 454 305 0 0 0 134 134 130 3460 1814 3600 0 0 
9800 108000 3600 437 314 0 0 0 132 132 128 3496 1797 3600 0 0 
9900 108000 3600 421 299 0 0 0 102 102 93 3479 1808 3600 0 0 
10000 108000 3600 418 285 0 0 0 111 111 107 3481 1832 3600 0 0 
10100 108000 3600 412 287 0 0 0 133 133 130 3475 1831 3600 0 0 
10200 108000 3600 435 291 0 0 0 108 108 103 3468 1814 3600 0 0 
10300 108000 3600 429 299 0 0 0 120 120 115 3477 1799 3600 0 0 
10400 108000 3600 454 307 0 0 0 127 127 121 3469 1795 3600 0 0 
10500 108000 3600 452 300 0 0 0 132 132 127 3466 1809 3600 0 0 
10600 108000 3600 427 295 0 0 0 144 144 141 3478 1794 3600 0 0 
10700 108000 3600 430 281 0 0 0 124 124 120 3470 1828 3600 0 0 
10800 108000 3600 412 281 0 0 0 109 109 105 3478 1795 3600 0 0 
10900 108000 3600 435 305 0 0 0 135 135 133 3475 1804 3600 0 0 
11000 108000 3600 445 299 0 0 0 112 112 106 3466 1819 3600 0 0 
11100 108000 3600 440 295 0 0 0 120 120 116 3474 1821 3600 0 0 
11200 108000 3600 445 293 0 0 0 121 121 118 3458 1816 3600 0 0 
11300 108000 3600 434 299 0 0 0 131 131 128 3480 1816 3600 0 0 
11400 108000 3600 424 290 0 0 0 136 136 134 3487 1816 3600 0 0 
11500 108000 3600 416 283 0 0 0 115 115 113 3477 1795 3600 0 0 
11600 108000 3600 420 276 0 0 0 146 146 143 3457 1805 3600 0 0 
11700 108000 3600 415 272 0 0 0 140 140 135 3478 1799 3600 0 0 
11800 108000 3600 423 289 0 0 0 124 124 118 3484 1785 3600 0 0 
11900 108000 3600 445 299 0 0 0 110 110 105 3459 1804 3600 0 0 
12000 108000 3600 457 301 0 0 0 125 125 122 3467 1795 3600 0 0 
12100 108000 3600 457 300 0 0 0 126 126 121 3462 1806 3600 0 0 
12200 108000 3600 439 308 0 0 0 146 146 140 3477 1801 3600 0 0 
12300 108000 3600 443 303 0 0 0 140 140 136 3474 1818 3600 0 0 
12400 108000 3600 478 297 0 0 0 135 135 130 3434 1813 3600 0 0 
12500 108000 3600 439 315 0 0 0 157 157 153 3489 1778 3600 0 0 
12600 108000 3600 452 307 0 0 0 160 160 154 3468 1812 3600 0 0 
12700 108000 3600 428 297 0 0 0 154 154 147 3487 1793 3600 0 0 
12800 108000 3600 439 301 0 0 0 116 116 112 3479 1821 3600 0 0 
12900 108000 3600 426 293 0 0 0 126 126 123 3480 1823 3600 0 0 
13000 108000 3600 421 286 0 0 0 123 123 120 3484 1817 3600 0 0 
13100 108000 3600 414 282 0 0 0 96 96 94 3493 1795 3600 0 0 
13200 108000 3600 391 269 0 0 0 135 135 131 3489 1817 3600 0 0 
13300 108000 3600 423 264 0 0 0 138 138 134 3468 1808 3600 0 0 
13400 108000 3600 434 283 0 0 0 122 122 119 3454 1795 3600 0 0 
13500 108000 3600 452 296 0 0 0 114 114 108 3463 1777 3600 0 0 
13600 108000 3600 427 289 0 0 0 113 113 107 3484 1798 3600 0 0 
13700 108000 3600 446 295 0 0 0 105 105 103 3462 1812 3600 0 0 
13800 108000 3600 435 293 0 0 0 123 123 122 3480 1807 3600 0 0 
13900 108000 3600 432 282 0 0 0 109 109 106 3453 1810 3600 0 0 
14000 108000 3600 396 273 0 0 0 106 106 104 3483 1781 3600 0 0 
14100 108000 3600 438 277 0 0 0 84 84 79 3444 1794 3600 0 0 
14200 108000 3600 420 276 0 0 0 106 106 105 3459 1782 3600 0 0 
14300 108000 3600 399 261 0 0 0 130 130 122 3465 1814 3600 0 0 
14400 108000 3600 425 254 0 0 0 149 149 142 3444 1825 3600 0 0 
14500 108000 3600 399 269 0 0 0 175 175 169 3481 1802 3600 0 0 
14600 108000 3600 434 281 0 0 0 118 118 109 3450 1813 3600 0 0 
14700 108000 3600 411 277 0 0 0 113 113 109 3479 1815 3600 0 0 
14800 108000 3600 418 277 0 0 0 106 106 102 3465 1806 3600 0 0 
14900 108000 3600 420 284 0 0 0 102 102 101 3473 1811 3600 0 0 
15000 108000 3600 417 275 0 0 0 103 103 97 3469 1799 3600 0 0 
15100 108000 3600 378 276 0 0 0 137 137 133 3510 1769 3600 0 0 
15200 108000 3600 408 268 0 0 0 119 119 119 3474 1811 3600 0 0 
15300 108000 3600 405 288 0 0 0 133 133 131 3489 1800 3600 0 0 
15400 108000 3600 404 275 0 0 0 133 133 131 3484 1786 3600 0 0 
15500 108000 3600 413 274 0 0 0 146 146 139 3467 1816 3600 0 0 
15600 108000 3600 416 275 0 0 0 143 143 135 3472 1800 3600 0 0 
15700 108000 3600 386 280 0 0 0 141 141 139 3497 1789 3600 0 0 
15800 108000 3600 387 269 0 0 0 138 138 131 3499 1806 3600 0 0 
15900 108000 3600 379 254 0 0 0 149 149 145 3484 1801 3600 0 0 
16000 108000 3600 395 264 0 0 0 125 125 119 3483 1782 3600 0 0 
16100 108000 3600 398 266 0 0 0 143 143 138 3479 1800 3600 0 0 
16200 108000 3600 410 278 0 0 0 143 143 138 3471 1791 3600 0 0 
16300 108000 3600 420 276 0 0 0 109 109 104 3460 1801 3600 0 0 
16400 108000 3600 415 289 0 0 0 141 141 133 3484 1794 3600 0 0 
16500 108000 3600 441 294 0 0 0 98 98 96 3466 1832 3600 0 0 
16600 108000 3600 447 307 0 0 0 149 149 140 3464 1822 3600 0 0 
16700 108000 3600 453 300 0 0 0 149 149 143 3471 1822 3600 0 0 
16800 108000 3600 446 307 0 0 0 91 91 87 3482 1808 3600 0 0 
16900 108000 3600 481 316 0 0 0 131 131 123 3457 1816 3600 0 0 
17000 108000 3600 445 306 0 0 0 130 130 124 3463 1826 3600 0 0 
17100 108000 3600 428 300 0 0 0 138 138 132 3484 1800 3600 0 0 
17200 108000 3600 454 309 0 0 0 139 139 133 3463 1815 3600 0 0 
17300 108000 3600 446 314 0 0 0 141 141 139 3484 1782 3600 0 0 
17400 108000 3600 462 314 0 0 0 113 113 112 3462 1790 3600 0 0 
17500 108000 3600 469 311 0 0 0 148 148 143 3457 1806 3600 0 0 
17600 108000 3600 464 312 0 0 0 125 125 120 3469 1808 3600 0 0 
17700 108000 3600 464 317 0 0 0 118 118 112 3465 1836 3600 0 0 
17800 108000 3600 435 313 0 0 0 114 114 109 3483 1801 3600 0 0 
17900 108000 3600 471 324 0 0 0 130 130 127 3462 1805 3600 0 0 
18000 108000 3600 484 320 0 0 0 126 126 123 3455 1811 3600 0 0 
18100 108000 3600 465 316 0 0 0 115 115 113 3475 1803 3600 0 0 
18200 108000 3600 449 314 0 0 0 108 108 104 3471 1801 3600 0 0 
18300 108000 3600 439 300 0 0 0 131 131 127 3478 1808 3600 0 0 
18400 108000 3600 395 276 0 0 0 136 136 132 3505 1784 3600 0 0 
18500 108000 3600 394 272 0 0 0 153 153 148 3493 1809 3600 0 0 
18600 108000 3600 408 268 0 0 0 144 144 140 3481 1824 3600 0 0 
18700 108000 3600 392 274 0 0 0 137 137 131 3492 1795 3600 0 0 
18800 108000 3600 396 277 0 0 0 134 134 130 3488 1798 3600 0 0 
18900 108000 3600 406 267 0 0 0 150 150 144 3473 1783 3600 0 0 
19000 108000 3600 404 271 0 0 0 135 135 126 3479 1816 3600 0 0 
19100 108000 3600 379 260 0 0 0 107 107 102 3488 1798 3600 0 0 
19200 108000 3600 411 256 0 0 0 122 122 115 3456 1817 3600 0 0 
19300 108000 3600 415 268 0 0 0 109 109 104 3465 1783 3600 0 0 
19400 108000 3600 398 271 0 0 0 89 89 85 3478 1800 3600 0 0 
19500 108000 3600 425 279 0 0 0 116 116 112 3475 1800 3600 0 0 
19600 108000 3600 415 277 0 0 0 120 120 114 3474 1806 3600 0 0 
19700 108000 3600 423 275 0 0 0 136 136 127 3460 1798 3600 0 0 
19800 108000 3600 425 290 0 0 0 111 111 105 3478 1827 3600 0 0 
19900 108000 3600 423 290 0 0 0 134 134 134 3478 1820 3600 0 0 
20000 108000 3600 429 307 0 0 0 114 114 108 3474 1793 3600 0 0 
20100 108000 3600 431 303 0 0 0 116 116 114 3480 1821 3600 0 0 
20200 108000 3600 437 303 0 0 0 129 129 125 3478 1792 3600 0 0 
20300 108000 3600 430 279 0 0 0 129 129 123 3465 1817 3600 0 0 
20400 108000 3600 435 294 0 0 0 100 100 96 3472 1827 3600 0 0 
20500 108000 3600 449 290 0 0 0 135 135 131 3468 1800 3600 0 0 
20600 108000 3600 449 295 0 0 0 123 123 120 3471 1822 3600 0 0 
20700 108000 3600 454 319 0 0 0 143 143 139 3471 1804 3600 0 0 
20800 108000 3600 463 307 0 0 0 138 138 136 3471 1801 3600 0 0 
20900 108000 3600 468 309 0 0 0 107 107 103 3446 1806 3600 0 0 
21000 108000 3600 460 307 0 0 0 140 140 136 3462 1804 3600 0 0 
21100 108000 3600 449 301 0 0 0 145 145 140 3469 1786 3600 0 0 
21200 108000 3600 445 295 0 0 0 117 117 111 3464 1800 3600 0 0 
21300 108000 3600 443 308 0 0 0 132 132 126 3480 1799 3600 0 0 
21400 108000 3600 428 293 0 0 0 143 143 138 3485 1809 3600 0 0 
21500 108000 3600 419 282 0 0 0 141 141 139 3469 1817 3600 0 0 
21600 108000 3600 431 294 0 0 0 153 153 149 3455 1815 3600 0 0 
21700 108000 3600 450 281 0 0 0 120 120 114 3445 1804 3600 0 0 
21800 108000 3600 409 279 0 0 0 125 125 124 3482 1811 3600 0 0 
21900 108000 3600 413 276 0 0 0 117 117 113 3479 1828 3600 0 0 
22000 108000 3600 429 278 0 0 0 126 126 123 3457 1820 3600 0 0 
22100 108000 3600 427 300 0 0 0 122 122 119 3476 1790 3600 0 0 
22200 108000 3600 458 310 0 0 0 114 114 109 3471 1820 3600 0 0 
22300 108000 3600 456 305 0 0 0 107 107 106 3472 1815 3600 0 0 
22400 108000 3600 460 303 0 0 0 115 115 112 3460 1821 3600 0 0 
22500 108000 3600 446 302 0 0 0 89 89 86 3471 1830 3600 0 0 
22600 108000 3600 452 309 0 0 0 116 116 109 3471 1795 3600 0 0 
22700 108000 3600 428 307 0 0 0 120 120 116 3480 1808 3600 0 0 
22800 108000 3600 439 303 0 0 0 136 136 133 3483 1820 3600 0 0 
22900 108000 3600 447 309 0 0 0 150 150 141 3457 1794 3600 0 0 
23000 108000 3600 460 312 0 0 0 134 134 133 3455 1806 3600 0 0 
23100 108000 3600 483 326 0 0 0 130 130 126 3464 1783 3600 0 0 
23200 108000 3600 458 318 0 0 0 134 134 127 3457 1784 3600 0 0 
23300 108000 3600 471 321 0 0 0 125 125 120 3447 1827 3600 0 0 
23400 108000 3600 457 315 0 0 0 128 128 126 3470 1794 3600 0 0 
23500 108000 3600 471 326 0 0 0 114 114 110 3459 1810 3600 0 0 
23600 108000 3600 434 309 0 0 0 120 120 116 3487 1812 3600 0 0 
23700 108000 3600 447 306 0 0 0 115 115 109 3466 1784 3600 0 0 
23800 108000 3600 440 299 0 0 0 119 119 110 3471 1807 3600 0 0 
23900 108000 3600 463 310 0 0 0 118 118 112 3458 1807 3600 0 0 
24000 108000 3600 459 319 0 0 0 129 129 126 3460 1792 3600 0 0 
24100 108000 3600 466 309 0 0 0 110 110 104 3458 1817 3600 0 0 
24200 108000 3600 454 313 0 0 0 108 108 103 3461 1787 3600 0 0 
24300 108000 3600 479 328 0 0 0 116 116 114 3471 1802 3600 0 0 
24400 108000 3600 474 331 0 0 0 114 114 109 3452 1769 3600 0 0 
24500 108000 3600 476 314 0 0 0 108 108 103 3438 1794 3600 0 0 
24600 108000 3600 497 338 0 0 0 116 116 109 3453 1828 3600 0 0 
24700 108000 3600 489 335 0 0 0 119 119 111 3470 1800 3600 0 0 
24800 108000 3600 443 313 0 0 0 101 101 99 3485 1818 3600 0 0 
24900 108000 3600 423 293 0 0 0 96 96 90 3480 1813 3600 0 0 
25000 108000 3600 471 302 0 0 0 130 130 125 3453 1832 3600 0 0 
25100 108000 3600 459 323 0 0 0 117 117 109 3463 1810 3600 0 0 
25200 108000 3600 439 303 0 0 0 108 108 106 3487 1828 3600 0 0 
25300 108000 3600 461 299 0 0 0 113 113 108 3459 1837 3600 0 0 
25400 108000 3600 458 296 0 0 0 120 120 115 3468 1794 3600 0 0 
25500 108000 3600 456 298 0 0 0 117 117 112 3455 1813 3600 0 0 
25600 108000 3600 448 301 0 0 0 114 114 109 3472 1829 3600 0 0 
25700 108000 3600 437 290 0 0 0 119 119 116 3465 1790 3600 0 0 
25800 108000 3600 448 288 0 0 0 135 135 131 3443 1799 3600 0 0 
25900 108000 3600 434 299 0 0 0 111 111 109 3473 1821 3600 0 0 
26000 108000 3600 452 300 0 0 0 133 133 130 3453 1822 3600 0 0 
26100 108000 3600 449 305 0 0 0 116 116 113 3461 1796 3600 0 0 
26200 108000 3600 451 297 0 0 0 144 144 137 3463 1781 3600 0 0 
26300 108000 3600 430 285 0 0 0 146 146 142 3474 1807 3600 0 0 
26400 108000 3600 455 304 0 0 0 151 151 141 3456 1792 3600 0 0 
26500 108000 3600 454 315 0 0 0 114 114 112 3472 1807 3600 0 0 
26600 108000 3600 449 320 0 0 0 120 120 119 3475 1818 3600 0 0 
26700 108000 3600 440 295 0 0 0 100 100 98 3471 1819 3600 0 0 
26800 108000 3600 429 287 0 0 0 116 116 113 3471 1782 3600 0 0 
26900 108000 3600 438 282 0 0 0 124 124 118 3457 1804 3600 0 0 
27000 108000 3600 435 294 0 0 0 109 109 107 3469 1811 3600 0 0 
27100 108000 3600 441 289 0 0 0 108 108 104 3473 1809 3600 0 0 
27200 108000 3600 435 289 0 0 0 112 112 111 3475 1800 3600 0 0 
27300 108000 3600 423 291 0 0 0 128 128 121 3480 1779 3600 0 0 
27400 108000 3600 441 294 0 0 0 135 135 130 3466 1796 3600 0 0 
27500 108000 3600 454 298 0 0 0 124 124 120 3467 1823 3600 0 0 
27600 108000 3600 439 288 0 0 0 113 113 112 3468 1810 3600 0 0 
27700 108000 3600 456 292 0 0 0 107 107 100 3453 1797 3600 0 0 
27800 108000 3600 439 297 0 0 0 107 107 106 3480 1812 3600 0 0 
27900 108000 3600 426 286 0 0 0 110 110 102 3464 1780 3600 0 0 
28000 108000 3600 434 282 0 0 0 131 131 126 3458 1787 3600 0 0 
28100 108000 3600 438 289 0 0 0 129 129 124 3469 1819 3600 0 0 
28200 108000 3600 453 312 0 0 0 144 144 136 3474 1812 3600 0 0 
28300 108000 3600 428 303 0 0 0 138 138 133 3481 1799 3600 0 0 
28400 108000 3600 440 297 0 0 0 119 119 113 3470 1807 3600 0 0 
28500 108000 3600 451 292 0 0 0 107 107 100 3463 1836 3600 0 0 
28600 108000 3600 412 287 0 0 0 127 127 121 3486 1794 3600 0 0 
28700 108000 3600 406 272 0 0 0 115 115 112 3484 1815 3600 0 0 
28800 108000 3600 410 270 0 0 0 116 116 111 3462 1792 3600 0 0 
28900 108000 3600 435 290 0 0 0 143 143 141 3468 1774 3600 0 0 
29000 108000 3600 424 284 0 0 0 109 109 105 3478 1799 3600 0 0 
29100 108000 3600 448 280 0 0 0 126 126 120 3453 1796 3600 0 0 
29200 108000 3600 425 296 0 0 0 158 158 152 3480 1814 3600 0 0 
29300 108000 3600 438 289 0 0 0 143 143 135 3463 1806 3600 0 0 
29400 108000 3600 452 285 0 0 0 110 110 106 3438 1832 3600 0 0 
29500 108000 3600 428 298 0 0 0 105 105 101 3474 1808 3600 0 0 
29600 108000 3600 429 293 0 0 0 137 137 133 3474 1785 3600 0 0 
29700 108000 3600 416 286 0 0 0 145 145 136 3483 1784 3600 0 0 
29800 108000 3600 437 290 0 0 0 113 113 110 3464 1802 3600 0 0 
29900 108000 3600 408 275 0 0 0 128 128 125 3476 1801 3600 0 0 
30000 108000 3600 394 273 0 0 0 124 124 118 3478 1822 3600 0 0 
30100 108000 3600 409 281 0 0 0 118 118 114 3481 1829 3600 0 0 
30200 108000 3600 388 269 0 0 0 145 145 140 3484 1817 3600 0 0 
30300 108000 3600 390 263 0 0 0 117 117 113 3478 1803 3600 0 0 
30400 108000 3600 411 272 0 0 0 132 132 125 3471 1803 3600 0 0 
30500 108000 3600 409 289 0 0 0 132 132 128 3480 1810 3600 0 0 
30600 108000 3600 426 283 0 0 0 132 132 128 3464 1802 3600 0 0 
30700 108000 3600 426 290 0 0 0 116 116 113 3474 1798 3600 0 0 
30800 108000 3600 434 305 0 0 0 119 119 113 3482 1813 3600 0 0 
30900 108000 3600 413 289 0 0 0 111 111 107 3487 1797 3600 0 0 
31000 108000 3600 400 271 0 0 0 120 120 116 3493 1780 3600 0 0 
31100 108000 3600 425 289 0 0 0 116 116 113 3479 1815 3600 0 0 
31200 108000 3600 423 302 0 0 0 131 131 128 3483 1815 3600 0 0 
31300 108000 3600 436 301 0 0 0 104 104 100 3486 1789 3600 0 0 
31400 108000 3600 437 309 0 0 0 127 127 120 3481 1803 3600 0 0 
31500 108000 3600 446 306 0 0 0 101 101 98 3470 1811 3600 0 0 
31600 108000 3600 445 309 0 0 0 138 138 133 3463 1797 3600 0 0 
31700 108000 3600 441 295 0 0 0 102 102 99 3475 1797 3600 0 0 
31800 108000 3600 451 295 0 0 0 110 110 106 3464 1824 3600 0 0 
31900 108000 3600 431 290 0 0 0 112 112 105 3474 1829 3600 0 0 
32000 108000 3600 427 287 0 0 0 89 89 83 3472 1828 3600 0 0 
32100 108000 3600 435 299 0 0 0 112 112 108 3468 1819 3600 0 0 
32200 108000 3600 419 287 0 0 0 109 109 104 3473 1803 3600 0 0 
32300 108000 3600 416 284 0 0 0 137 137 135 3473 1777 3600 0 0 
32400 108000 3600 451 281 0 0 0 90 90 86 3434 1822 3600 0 0 
32500 108000 3600 441 294 0 0 0 112 112 106 3466 1824 3600 0 0 
32600 108000 3600 432 295 0 0 0 119 119 115 3473 1808 3600 0 0 
32700 108000 3600 434 284 0 0 0 100 100 93 3464 1809 3600 0 0 
32800 108000 3600 462 307 0 0 0 102 102 99 3455 1819 3600 0 0 
32900 108000 3600 475 309 0 0 0 119 119 113 3449 1816 3600 0 0 
33000 108000 3600 470 320 0 0 0 119 119 114 3455 1793 3600 0 0 
33100 108000 3600 479 310 0 0 0 95 95 93 3443 1818 3600 0 0 
33200 108000 3600 484 316 0 0 0 132 132 129 3444 1791 3600 0 0 
33300 108000 3600 454 313 0 0 0 116 116 108 3479 1810 3600 0 0 
33400 108000 3600 459 311 0 0 0 138 138 132 3457 1780 3600 0 0 
33500 108000 3600 471 309 0 0 0 115 115 111 3466 1803 3600 0 0 
33600 108000 3600 486 330 0 0 0 91 91 85 3456 1805 3600 0 0 
33700 108000 3600 466 330 0 0 0 106 106 101 3474 1819 3600 0 0 
33800 108000 3600 459 321 0 0 0 95 95 91 3469 1794 3600 0 0 
33900 108000 3600 471 325 0 0 0 123 123 118 3463 1796 3600 0 0 
34000 108000 3600 463 310 0 0 0 111 111 106 3469 1829 3600 0 0 
